gene_id,non_coding,mzt_gene_class,hourly_wave,utr,s8mers,s7mera1,s7merm8,s6mer,s6mero,target
ENSDARG00000055868,no,maternal_zygotic,4,ENSDARG00000055868:UTR2,0,0,0,0,0,controls
ENSDARG00000055885,no,maternal_zygotic,5,ENSDARG00000055885:UTR4,0,0,0,0,0,others
ENSDARG00000055889,no,maternal_zygotic,4,ENSDARG00000055889:UTR4,0,0,0,0,1,putative_targets
ENSDARG00000055893,no,zygotic,7,ENSDARG00000055893:UTR3,0,0,0,0,0,others
ENSDARG00000055899,no,maternal_zygotic,7,ENSDARG00000055899:UTR4,0,0,0,0,0,controls
ENSDARG00000055900,no,maternal_zygotic,5,ENSDARG00000055900:UTR2,0,0,1,0,1,putative_targets
ENSDARG00000055903,no,maternal_zygotic,4,ENSDARG00000055903:UTR8,0,0,0,0,0,others
ENSDARG00000055912,no,maternal_zygotic,not_assigned,ENSDARG00000055912:UTR6,0,0,0,0,1,putative_targets
ENSDARG00000055930,no,maternal,not_assigned,ENSDARG00000055930:UTR3,0,0,0,0,0,others
ENSDARG00000055934,no,maternal,not_assigned,ENSDARG00000055934,0,0,0,0,0,others
ENSDARG00000055945,no,maternal_zygotic,5,ENSDARG00000055945:UTR5,0,0,0,0,0,others
ENSDARG00000055969,no,maternal_zygotic,7,ENSDARG00000055969:UTR4,0,0,0,0,0,controls
ENSDARG00000055970,no,maternal,not_assigned,ENSDARG00000055970:UTR7,0,0,1,0,0,putative_targets
ENSDARG00000055973,no,maternal,not_assigned,ENSDARG00000055973:UTR1,0,0,0,0,0,others
ENSDARG00000055974,no,maternal,not_assigned,ENSDARG00000055974:UTR3,0,0,0,0,0,others
ENSDARG00000055989,no,maternal,not_assigned,ENSDARG00000055989:UTR2,0,0,0,0,0,others
ENSDARG00000055991,no,maternal,not_assigned,ENSDARG00000055991:UTR3,0,0,0,0,0,controls
ENSDARG00000055996,no,maternal_zygotic,4,ENSDARG00000055996:UTR2,0,0,0,0,0,others
ENSDARG00000056001,no,zygotic,7,ENSDARG00000056001:UTR3,0,0,1,1,0,putative_targets
ENSDARG00000056005,no,maternal_zygotic,7,ENSDARG00000056005:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000056008,no,maternal,not_assigned,ENSDARG00000056008:UTR3,0,0,0,0,0,others
ENSDARG00000056012,no,zygotic,6,ENSDARG00000056012:UTR4,0,0,0,0,0,controls
ENSDARG00000056026,no,maternal,not_assigned,ENSDARG00000056026:UTR5,0,0,0,0,0,controls
ENSDARG00000056050,no,maternal_zygotic,6,ENSDARG00000056050:UTR3,0,0,0,0,1,putative_targets
ENSDARG00000056059,no,maternal_zygotic,6,ENSDARG00000056059:UTR4,0,0,0,1,0,putative_targets
ENSDARG00000056075,no,maternal_zygotic,6,ENSDARG00000056075:UTR5,0,0,1,0,0,putative_targets
ENSDARG00000056078,no,maternal,not_assigned,ENSDARG00000056078:UTR2,0,0,1,0,0,putative_targets
ENSDARG00000056079,no,maternal_zygotic,5,ENSDARG00000056079:UTR6,0,0,1,0,0,putative_targets
ENSDARG00000056085,no,maternal_zygotic,5,ENSDARG00000056085:UTR2,0,0,0,0,0,others
ENSDARG00000056089,no,maternal_zygotic,5,ENSDARG00000056089:UTR3,0,0,0,2,0,putative_targets
ENSDARG00000056090,no,maternal_zygotic,6,ENSDARG00000056090:UTR3,0,0,0,0,0,controls
ENSDARG00000056099,no,maternal_zygotic,4,ENSDARG00000056099:UTR11,0,0,0,0,0,controls
ENSDARG00000056102,no,maternal,not_assigned,ENSDARG00000056102:UTR3,0,0,0,1,0,putative_targets
ENSDARG00000056112,no,maternal,not_assigned,ENSDARG00000056112:UTR7,0,0,0,2,0,putative_targets
ENSDARG00000056119,no,maternal_zygotic,4,ENSDARG00000056119:UTR4,0,0,0,0,0,others
ENSDARG00000056121,no,maternal,not_assigned,ENSDARG00000056121:UTR3,0,0,1,0,0,putative_targets
ENSDARG00000056127,no,maternal_zygotic,6,ENSDARG00000056127:UTR2,0,0,0,0,0,controls
ENSDARG00000056138,no,maternal_zygotic,4,ENSDARG00000056138:UTR2,0,0,0,0,0,controls
ENSDARG00000056141,no,maternal_zygotic,4,ENSDARG00000056141:UTR3,0,0,0,0,0,others
ENSDARG00000056152,no,maternal_zygotic,5,ENSDARG00000056152:UTR3,0,0,0,0,0,others
ENSDARG00000056156,no,maternal,not_assigned,ENSDARG00000056156:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000056160,no,maternal_zygotic,6,ENSDARG00000056160:UTR5,0,0,0,0,0,controls
ENSDARG00000056162,no,maternal,not_assigned,ENSDARG00000056162:UTR3,0,0,0,0,0,others
ENSDARG00000056165,no,maternal,not_assigned,ENSDARG00000056165:UTR3,0,0,0,0,0,others
ENSDARG00000056167,no,maternal_zygotic,6,ENSDARG00000056167:UTR11,0,0,0,0,0,others
ENSDARG00000056184,no,maternal_zygotic,5,ENSDARG00000056184:UTR2,0,0,0,0,0,others
ENSDARG00000056186,no,maternal_zygotic,4,ENSDARG00000056186:UTR9,0,0,0,2,0,putative_targets
ENSDARG00000056193,no,maternal,not_assigned,ENSDARG00000056193:UTR2,0,0,0,0,0,others
ENSDARG00000056204,no,zygotic,5,ENSDARG00000056204:UTR8,0,0,0,0,0,controls
ENSDARG00000056218,no,maternal,not_assigned,ENSDARG00000056218:UTR4,0,0,0,1,3,known_target
ENSDARG00000056228,no,maternal,not_assigned,ENSDARG00000056228,0,0,0,0,0,others
ENSDARG00000056233,no,maternal,not_assigned,ENSDARG00000056233:UTR3,0,0,0,0,0,controls
ENSDARG00000056235,no,maternal_zygotic,4,ENSDARG00000056235:UTR4,0,0,0,0,1,putative_targets
ENSDARG00000056252,no,zygotic,7,ENSDARG00000056252:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000056258,no,maternal_zygotic,5,ENSDARG00000056258:UTR5,0,0,1,0,1,putative_targets
ENSDARG00000056259,no,maternal_zygotic,6,ENSDARG00000056259:UTR2,0,0,1,0,0,putative_targets
ENSDARG00000056267,no,maternal,not_assigned,ENSDARG00000056267:UTR3,0,0,0,0,0,others
ENSDARG00000056268,no,maternal_zygotic,7,ENSDARG00000056268:UTR2,0,0,0,0,0,others
ENSDARG00000056270,no,maternal_zygotic,not_assigned,ENSDARG00000056270:UTR3,0,0,0,0,0,others
ENSDARG00000056279,no,maternal,not_assigned,ENSDARG00000056279:UTR4,0,0,0,0,0,others
ENSDARG00000056281,no,maternal,not_assigned,ENSDARG00000056281:UTR6,0,0,0,0,0,others
ENSDARG00000056307,no,maternal_zygotic,5,ENSDARG00000056307:UTR9,0,0,1,0,0,putative_targets
ENSDARG00000056318,no,maternal_zygotic,5,ENSDARG00000056318:UTR4,0,0,0,0,0,others
ENSDARG00000056324,no,zygotic,7,ENSDARG00000056324:UTR2,0,0,0,0,0,others
ENSDARG00000056334,no,maternal,not_assigned,ENSDARG00000056334:UTR1,0,0,0,0,0,others
ENSDARG00000056338,no,maternal_zygotic,4,ENSDARG00000056338:UTR7,0,0,0,0,0,others
ENSDARG00000056339,no,maternal,not_assigned,ENSDARG00000056339:UTR9,0,0,0,0,1,putative_targets
ENSDARG00000056346,no,zygotic,6,ENSDARG00000056346:UTR6,0,0,0,0,0,controls
ENSDARG00000056347,no,maternal,not_assigned,ENSDARG00000056347:UTR4,0,0,0,0,0,others
ENSDARG00000056367,no,maternal_zygotic,7,ENSDARG00000056367:UTR2,0,0,0,0,0,controls
ENSDARG00000056369,no,maternal,not_assigned,ENSDARG00000056369:UTR10,0,0,0,1,0,putative_targets
ENSDARG00000056378,no,maternal_zygotic,5,ENSDARG00000056378:UTR2,0,0,0,0,0,others
ENSDARG00000056381,no,maternal,not_assigned,ENSDARG00000056381:UTR4,0,0,0,0,0,others
ENSDARG00000056387,no,maternal,not_assigned,ENSDARG00000056387:UTR4,0,0,0,0,0,others
ENSDARG00000056396,no,maternal,not_assigned,ENSDARG00000056396:UTR2,0,0,0,0,0,others
ENSDARG00000056410,no,maternal_zygotic,7,ENSDARG00000056410:UTR8,0,0,0,0,0,others
ENSDARG00000056414,no,maternal_zygotic,6,ENSDARG00000056414:UTR4,0,1,0,0,0,putative_targets
ENSDARG00000056427,no,maternal,not_assigned,ENSDARG00000056427:UTR17,0,0,1,0,0,putative_targets
ENSDARG00000056453,no,maternal,not_assigned,ENSDARG00000056453:UTR4,0,1,0,0,0,putative_targets
ENSDARG00000056462,no,maternal,not_assigned,ENSDARG00000056462:UTR3,0,0,0,0,0,others
ENSDARG00000056473,no,maternal_zygotic,6,ENSDARG00000056473:UTR3,0,0,0,0,0,controls
ENSDARG00000056475,no,maternal_zygotic,4,ENSDARG00000056475:UTR2,0,0,0,0,0,others
ENSDARG00000056479,no,maternal_zygotic,6,ENSDARG00000056479:UTR4,0,0,0,0,0,controls
ENSDARG00000056480,no,maternal_zygotic,7,ENSDARG00000056480:UTR5,0,0,0,1,0,putative_targets
ENSDARG00000056481,no,maternal,not_assigned,ENSDARG00000056481:UTR2,0,1,0,0,1,known_target
ENSDARG00000056483,no,maternal_zygotic,7,ENSDARG00000056483:UTR3,1,0,1,1,0,putative_targets
ENSDARG00000056490,no,maternal,not_assigned,ENSDARG00000056490:UTR5,0,0,0,2,0,putative_targets
ENSDARG00000056491,no,maternal_zygotic,4,ENSDARG00000056491:UTR12,0,0,0,0,0,others
ENSDARG00000056504,no,maternal_zygotic,5,ENSDARG00000056504:UTR9,0,0,0,0,1,putative_targets
ENSDARG00000056509,no,maternal_zygotic,7,ENSDARG00000056509:UTR5,0,0,0,0,0,controls
ENSDARG00000056515,no,maternal_zygotic,5,ENSDARG00000056515:UTR3,0,0,0,0,0,others
ENSDARG00000056517,no,maternal_zygotic,5,ENSDARG00000056517:UTR2,0,0,0,0,0,controls
ENSDARG00000056531,no,maternal_zygotic,5,ENSDARG00000056531:UTR6,0,0,0,0,0,others
ENSDARG00000056532,no,maternal_zygotic,6,ENSDARG00000056532:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000056549,no,maternal_zygotic,6,ENSDARG00000056549:UTR2,0,0,0,0,1,putative_targets
ENSDARG00000056550,no,maternal,not_assigned,ENSDARG00000056550:UTR5,1,0,0,1,1,putative_targets
ENSDARG00000056557,no,maternal_zygotic,5,ENSDARG00000056557:UTR3,0,0,0,0,0,others
ENSDARG00000056559,no,maternal_zygotic,not_assigned,ENSDARG00000056559:UTR3,0,0,0,0,0,others
ENSDARG00000056561,no,zygotic,4,ENSDARG00000056561:UTR2,0,0,0,0,0,controls
ENSDARG00000056582,no,maternal_zygotic,4,ENSDARG00000056582:UTR6,0,1,0,0,0,putative_targets
ENSDARG00000056583,no,maternal_zygotic,5,ENSDARG00000056583:UTR3,0,0,0,0,0,others
ENSDARG00000056587,no,maternal,not_assigned,ENSDARG00000056587:UTR7,0,0,0,0,0,others
ENSDARG00000056594,no,zygotic,7,ENSDARG00000056594:UTR2,0,0,0,0,0,others
ENSDARG00000056600,no,zygotic,6,ENSDARG00000056600:UTR2,0,0,0,0,0,others
ENSDARG00000056601,no,maternal,not_assigned,ENSDARG00000056601:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000056621,no,maternal_zygotic,4,ENSDARG00000056621:UTR8,0,0,0,0,0,others
ENSDARG00000056623,no,maternal_zygotic,5,ENSDARG00000056623:UTR4,0,0,0,0,0,others
ENSDARG00000056628,no,maternal_zygotic,6,ENSDARG00000056628:UTR2,1,0,0,0,0,putative_targets
ENSDARG00000056633,no,maternal,not_assigned,ENSDARG00000056633:UTR8,0,0,0,0,0,others
ENSDARG00000056638,no,maternal,not_assigned,ENSDARG00000056638:UTR2,0,0,0,0,0,others
ENSDARG00000056640,no,maternal_zygotic,7,ENSDARG00000056640:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000056642,no,maternal,not_assigned,ENSDARG00000056642:UTR6,1,0,2,0,0,putative_targets
ENSDARG00000056648,no,maternal_zygotic,7,ENSDARG00000056648:UTR3,0,0,0,0,0,others
ENSDARG00000056649,no,maternal_zygotic,5,ENSDARG00000056649:UTR2,0,0,0,0,0,others
ENSDARG00000056656,no,maternal,not_assigned,ENSDARG00000056656:UTR9,0,0,0,0,0,others
ENSDARG00000056664,no,maternal,not_assigned,ENSDARG00000056664:UTR5,0,0,0,0,0,others
ENSDARG00000056665,no,maternal_zygotic,7,ENSDARG00000056665:UTR4,0,0,0,0,0,others
ENSDARG00000056678,no,zygotic,5,ENSDARG00000056678:UTR2,0,0,0,0,0,controls
ENSDARG00000056679,no,maternal,not_assigned,ENSDARG00000056679:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000056691,no,maternal_zygotic,5,ENSDARG00000056691:UTR10,0,0,0,1,0,putative_targets
ENSDARG00000056695,no,maternal_zygotic,4,ENSDARG00000056695:UTR8,0,0,0,0,0,others
ENSDARG00000056713,no,maternal,not_assigned,ENSDARG00000056713:UTR6,1,0,0,0,0,putative_targets
ENSDARG00000056717,no,maternal,not_assigned,ENSDARG00000056717:UTR4,0,0,0,0,0,others
ENSDARG00000056720,no,maternal_zygotic,5,ENSDARG00000056720:UTR2,0,0,0,0,0,others
ENSDARG00000056722,no,zygotic,6,ENSDARG00000056722:UTR9,0,0,0,0,0,others
ENSDARG00000056725,no,zygotic,5,ENSDARG00000056725:UTR8,0,0,0,0,1,putative_targets
ENSDARG00000056740,no,zygotic,6,ENSDARG00000056740:UTR2,0,0,0,0,0,others
ENSDARG00000056741,no,maternal_zygotic,5,ENSDARG00000056741:UTR3,0,0,0,0,0,others
ENSDARG00000056783,no,zygotic,7,ENSDARG00000056783:UTR5,0,0,0,0,0,others
ENSDARG00000056797,no,maternal,not_assigned,ENSDARG00000056797:UTR4,0,0,0,1,1,putative_targets
ENSDARG00000056801,no,maternal_zygotic,6,ENSDARG00000056801:UTR10,0,0,0,0,3,putative_targets
ENSDARG00000056803,no,maternal,not_assigned,ENSDARG00000056803:UTR9,0,0,0,0,0,controls
ENSDARG00000056830,no,maternal,not_assigned,ENSDARG00000056830:UTR2,0,0,0,0,0,others
ENSDARG00000056832,no,maternal_zygotic,5,ENSDARG00000056832:UTR8,0,0,0,0,0,others
ENSDARG00000056836,no,zygotic,5,ENSDARG00000056836:UTR3,0,0,0,0,0,others
ENSDARG00000056840,no,maternal_zygotic,7,ENSDARG00000056840:UTR5,0,0,0,0,0,others
ENSDARG00000056855,no,zygotic,6,ENSDARG00000056855:UTR2,0,0,0,0,0,others
ENSDARG00000056856,no,maternal_zygotic,6,ENSDARG00000056856:UTR7,0,0,0,0,1,putative_targets
ENSDARG00000056862,no,maternal_zygotic,not_assigned,ENSDARG00000056862:UTR5,0,0,1,0,0,putative_targets
ENSDARG00000056871,no,maternal,not_assigned,ENSDARG00000056871,0,0,0,0,0,others
ENSDARG00000056886,no,maternal_zygotic,5,ENSDARG00000056886:UTR3,0,0,0,0,0,others
ENSDARG00000056892,no,maternal_zygotic,6,ENSDARG00000056892:UTR13,0,0,2,0,0,putative_targets
ENSDARG00000056903,no,maternal_zygotic,7,ENSDARG00000056903:UTR2,0,0,0,0,0,others
ENSDARG00000056914,no,zygotic,5,ENSDARG00000056914:UTR2,0,0,0,0,0,others
ENSDARG00000056923,no,maternal_zygotic,7,ENSDARG00000056923:UTR2,0,0,0,0,0,others
ENSDARG00000056924,no,maternal_zygotic,6,ENSDARG00000056924:UTR3,0,0,0,0,0,others
ENSDARG00000056932,no,maternal_zygotic,5,ENSDARG00000056932:UTR4,0,0,0,1,0,putative_targets
ENSDARG00000056950,no,zygotic,4,ENSDARG00000056950:UTR6,0,0,1,1,0,putative_targets
ENSDARG00000056954,no,zygotic,5,ENSDARG00000056954:UTR2,0,0,0,0,0,others
ENSDARG00000056964,no,maternal_zygotic,6,ENSDARG00000056964:UTR5,0,0,1,0,1,putative_targets
ENSDARG00000056966,no,maternal,not_assigned,ENSDARG00000056966:UTR3,0,0,0,0,0,others
ENSDARG00000056978,no,maternal_zygotic,6,ENSDARG00000056978:UTR3,0,0,0,0,0,others
ENSDARG00000056984,no,maternal_zygotic,6,ENSDARG00000056984:UTR2,0,0,0,0,0,others
ENSDARG00000056985,no,maternal,not_assigned,ENSDARG00000056985:UTR5,0,0,0,0,0,controls
ENSDARG00000056986,no,zygotic,5,ENSDARG00000056986:UTR2,0,0,0,0,0,others
ENSDARG00000056995,no,maternal_zygotic,4,ENSDARG00000056995:UTR4,0,0,0,0,0,controls
ENSDARG00000056998,no,maternal,not_assigned,ENSDARG00000056998:UTR4,0,0,1,0,0,putative_targets
ENSDARG00000057006,no,maternal,not_assigned,ENSDARG00000057006:UTR2,0,0,0,0,0,others
ENSDARG00000057007,no,maternal_zygotic,5,ENSDARG00000057007:UTR5,0,1,0,0,0,putative_targets
ENSDARG00000057011,no,maternal_zygotic,7,ENSDARG00000057011:UTR2,0,0,0,0,0,others
ENSDARG00000057016,no,maternal_zygotic,6,ENSDARG00000057016:UTR3,0,0,1,1,1,putative_targets
ENSDARG00000057021,no,maternal_zygotic,not_assigned,ENSDARG00000057021:UTR6,0,0,0,0,1,putative_targets
ENSDARG00000057026,no,maternal_zygotic,4,ENSDARG00000057026:UTR6,1,0,0,0,0,putative_targets
ENSDARG00000057027,no,maternal,not_assigned,ENSDARG00000057027:UTR2,0,0,0,0,0,others
ENSDARG00000057042,no,maternal,not_assigned,ENSDARG00000057042:UTR5,0,0,0,0,0,others
ENSDARG00000057053,no,maternal_zygotic,7,ENSDARG00000057053:UTR6,0,0,1,1,1,putative_targets
ENSDARG00000057075,no,maternal_zygotic,6,ENSDARG00000057075:UTR2,0,0,0,0,0,others
ENSDARG00000057089,no,maternal,not_assigned,ENSDARG00000057089:UTR14,0,0,0,0,3,putative_targets
ENSDARG00000057093,no,maternal_zygotic,6,ENSDARG00000057093:UTR5,0,0,0,0,0,others
ENSDARG00000057096,no,zygotic,4,ENSDARG00000057096:UTR4,0,0,1,0,0,putative_targets
ENSDARG00000057100,no,maternal,not_assigned,ENSDARG00000057100:UTR3,0,0,0,0,0,others
ENSDARG00000057101,no,maternal_zygotic,6,ENSDARG00000057101:UTR2,0,0,0,0,0,others
ENSDARG00000057105,no,maternal_zygotic,6,ENSDARG00000057105:UTR8,0,0,0,0,0,controls
ENSDARG00000057110,no,maternal_zygotic,6,ENSDARG00000057110:UTR2,0,0,0,0,0,others
ENSDARG00000057114,no,maternal_zygotic,6,ENSDARG00000057114:UTR2,0,0,0,0,0,others
ENSDARG00000057121,no,maternal,not_assigned,ENSDARG00000057121:UTR3,0,0,0,0,0,others
ENSDARG00000057128,no,maternal,not_assigned,ENSDARG00000057128:UTR2,0,0,1,0,0,known_target
ENSDARG00000057167,no,maternal_zygotic,4,ENSDARG00000057167:UTR4,0,0,0,0,0,others
ENSDARG00000057184,no,maternal_zygotic,5,ENSDARG00000057184:UTR4,0,0,1,0,0,putative_targets
ENSDARG00000057234,no,maternal_zygotic,5,ENSDARG00000057234:UTR5,0,0,0,0,0,others
ENSDARG00000057238,no,maternal_zygotic,4,ENSDARG00000057238:UTR4,0,0,0,0,0,others
ENSDARG00000057248,no,maternal_zygotic,6,ENSDARG00000057248:UTR6,0,0,0,0,0,controls
ENSDARG00000057249,no,maternal_zygotic,6,ENSDARG00000057249:UTR5,0,1,1,1,0,putative_targets
ENSDARG00000057255,no,maternal,not_assigned,ENSDARG00000057255:UTR2,0,0,0,0,0,others
ENSDARG00000057272,no,maternal_zygotic,7,ENSDARG00000057272:UTR7,0,0,0,0,2,putative_targets
ENSDARG00000057286,no,maternal_zygotic,6,ENSDARG00000057286:UTR5,0,0,0,0,0,others
ENSDARG00000057299,no,maternal_zygotic,5,ENSDARG00000057299:UTR3,0,0,0,0,0,others
ENSDARG00000057303,no,maternal_zygotic,6,ENSDARG00000057303:UTR4,0,0,2,1,0,putative_targets
ENSDARG00000057315,yes,maternal,not_assigned,ENSDARG00000057315,0,0,0,0,0,others
ENSDARG00000057321,no,maternal_zygotic,5,ENSDARG00000057321:UTR2,0,0,0,0,0,others
ENSDARG00000057322,no,maternal,not_assigned,ENSDARG00000057322:UTR2,0,0,0,3,2,putative_targets
ENSDARG00000057323,no,maternal_zygotic,4,ENSDARG00000057323:UTR5,0,0,0,0,0,others
ENSDARG00000057328,no,maternal_zygotic,5,ENSDARG00000057328:UTR2,0,0,0,0,0,others
ENSDARG00000057352,no,maternal,not_assigned,ENSDARG00000057352:UTR4,0,0,0,0,1,putative_targets
ENSDARG00000057365,no,maternal_zygotic,7,ENSDARG00000057365:UTR14,0,0,0,0,0,others
ENSDARG00000057378,no,maternal,not_assigned,ENSDARG00000057378:UTR8,0,0,0,1,0,putative_targets
ENSDARG00000057394,no,maternal,not_assigned,ENSDARG00000057394:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000057414,no,maternal_zygotic,6,ENSDARG00000057414:UTR3,0,0,0,0,0,controls
ENSDARG00000057426,no,maternal,not_assigned,ENSDARG00000057426:UTR3,0,0,0,0,0,others
ENSDARG00000057435,no,maternal,not_assigned,ENSDARG00000057435:UTR4,0,0,0,0,0,others
ENSDARG00000057452,no,maternal_zygotic,6,ENSDARG00000057452:UTR5,0,0,0,1,2,putative_targets
ENSDARG00000057468,no,maternal,not_assigned,ENSDARG00000057468:UTR4,0,0,0,0,0,others
ENSDARG00000057484,no,maternal_zygotic,4,ENSDARG00000057484:UTR15,0,0,0,0,0,controls
ENSDARG00000057491,no,maternal_zygotic,6,ENSDARG00000057491:UTR2,0,0,0,0,0,others
ENSDARG00000057497,no,maternal_zygotic,4,ENSDARG00000057497:UTR4,0,0,0,0,1,putative_targets
ENSDARG00000057513,no,maternal_zygotic,7,ENSDARG00000057513:UTR3,0,1,1,0,2,putative_targets
ENSDARG00000057529,no,maternal,not_assigned,ENSDARG00000057529:UTR2,0,0,0,0,0,others
ENSDARG00000057556,no,maternal_zygotic,5,ENSDARG00000057556:UTR11,0,0,0,0,0,others
ENSDARG00000057562,no,maternal_zygotic,7,ENSDARG00000057562:UTR2,0,0,0,0,0,others
ENSDARG00000057568,no,maternal_zygotic,not_assigned,ENSDARG00000057568:UTR1,0,0,0,0,0,others
ENSDARG00000057575,no,zygotic,6,ENSDARG00000057575:UTR5,0,0,0,0,1,putative_targets
ENSDARG00000057577,no,maternal_zygotic,7,ENSDARG00000057577:UTR2,0,0,0,0,0,controls
ENSDARG00000057586,no,zygotic,5,ENSDARG00000057586:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000057624,no,maternal,not_assigned,ENSDARG00000057624:UTR2,0,0,0,0,0,others
ENSDARG00000057626,no,maternal,not_assigned,ENSDARG00000057626:UTR8,0,0,0,0,0,others
ENSDARG00000057633,no,zygotic,4,ENSDARG00000057633:UTR3,0,1,0,0,0,putative_targets
ENSDARG00000057635,no,maternal,not_assigned,ENSDARG00000057635:UTR9,0,0,0,0,0,others
ENSDARG00000057648,no,maternal_zygotic,4,ENSDARG00000057648:UTR1,0,0,0,0,0,others
ENSDARG00000057652,no,maternal,not_assigned,ENSDARG00000057652:UTR3,0,1,1,2,1,putative_targets
ENSDARG00000057660,no,maternal,not_assigned,ENSDARG00000057660:UTR4,0,1,0,0,0,putative_targets
ENSDARG00000057671,no,maternal,not_assigned,ENSDARG00000057671:UTR2,0,0,1,0,0,putative_targets
ENSDARG00000057672,no,maternal,not_assigned,ENSDARG00000057672:UTR4,0,0,1,0,0,putative_targets
ENSDARG00000057676,no,maternal_zygotic,5,ENSDARG00000057676:UTR4,0,0,0,0,0,others
ENSDARG00000057679,no,maternal_zygotic,5,ENSDARG00000057679:UTR7,0,1,0,0,1,putative_targets
ENSDARG00000057681,no,maternal,not_assigned,ENSDARG00000057681:UTR3,0,0,0,0,0,others
ENSDARG00000057683,no,zygotic,5,ENSDARG00000057683:UTR2,0,0,0,0,0,controls
ENSDARG00000057688,no,maternal,not_assigned,ENSDARG00000057688:UTR9,0,0,0,0,0,others
ENSDARG00000057691,no,maternal_zygotic,4,ENSDARG00000057691:UTR6,0,0,0,0,1,putative_targets
ENSDARG00000057698,no,maternal_zygotic,6,ENSDARG00000057698:UTR6,0,0,0,0,0,controls
ENSDARG00000057699,no,maternal_zygotic,6,ENSDARG00000057699:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000057707,no,maternal_zygotic,5,ENSDARG00000057707:UTR2,0,0,0,0,0,controls
ENSDARG00000057708,no,maternal_zygotic,5,ENSDARG00000057708:UTR5,0,0,1,3,2,putative_targets
ENSDARG00000057719,no,maternal_zygotic,not_assigned,ENSDARG00000057719:UTR2,0,0,0,0,0,controls
ENSDARG00000057736,no,maternal,not_assigned,ENSDARG00000057736:UTR3,0,0,0,0,0,controls
ENSDARG00000057738,no,maternal_zygotic,5,ENSDARG00000057738:UTR2,0,0,0,0,2,putative_targets
ENSDARG00000057743,no,maternal,not_assigned,ENSDARG00000057743:UTR6,0,0,0,0,0,controls
ENSDARG00000057767,no,maternal,not_assigned,ENSDARG00000057767:UTR4,0,0,0,0,0,others
ENSDARG00000057772,no,maternal_zygotic,6,ENSDARG00000057772:UTR9,0,0,0,0,1,putative_targets
ENSDARG00000057782,no,maternal,not_assigned,ENSDARG00000057782:UTR6,0,0,0,0,0,others
ENSDARG00000057805,no,maternal_zygotic,6,ENSDARG00000057805:UTR3,0,0,0,0,0,others
ENSDARG00000057830,no,maternal_zygotic,5,ENSDARG00000057830:UTR4,0,0,0,0,0,others
ENSDARG00000057853,no,maternal_zygotic,5,ENSDARG00000057853:UTR5,0,0,0,0,0,others
ENSDARG00000057854,no,maternal_zygotic,4,ENSDARG00000057854:UTR2,0,0,0,0,0,controls
ENSDARG00000057855,no,maternal,not_assigned,ENSDARG00000057855:UTR3,0,0,0,0,0,others
ENSDARG00000057863,no,maternal_zygotic,7,ENSDARG00000057863:UTR6,0,1,0,0,0,putative_targets
ENSDARG00000057867,no,maternal_zygotic,6,ENSDARG00000057867:UTR4,0,1,1,0,0,known_target
ENSDARG00000057882,no,maternal_zygotic,6,ENSDARG00000057882:UTR2,0,0,0,0,0,others
ENSDARG00000057890,no,maternal_zygotic,5,ENSDARG00000057890:UTR3,0,0,0,0,1,putative_targets
ENSDARG00000057907,no,maternal_zygotic,7,ENSDARG00000057907:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000057910,no,maternal_zygotic,6,ENSDARG00000057910:UTR3,0,0,0,1,1,putative_targets
ENSDARG00000057912,no,maternal_zygotic,5,ENSDARG00000057912:UTR4,0,0,0,0,0,others
ENSDARG00000057913,no,maternal,not_assigned,ENSDARG00000057913:UTR2,0,0,1,2,2,putative_targets
ENSDARG00000057918,no,maternal_zygotic,7,ENSDARG00000057918:UTR3,0,0,0,0,0,others
ENSDARG00000057928,no,maternal_zygotic,6,ENSDARG00000057928:UTR6,0,0,0,0,0,others
ENSDARG00000057929,no,maternal_zygotic,5,ENSDARG00000057929:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000057936,no,zygotic,6,ENSDARG00000057936:UTR2,0,0,0,0,0,controls
ENSDARG00000057939,no,maternal_zygotic,7,ENSDARG00000057939:UTR2,0,0,1,0,1,known_target
ENSDARG00000057940,no,maternal_zygotic,5,ENSDARG00000057940:UTR7,0,0,0,0,0,others
ENSDARG00000057949,no,zygotic,6,ENSDARG00000057949:UTR5,1,0,0,0,0,putative_targets
ENSDARG00000057973,no,maternal,not_assigned,ENSDARG00000057973:UTR2,0,0,1,0,0,known_target
ENSDARG00000057974,no,maternal_zygotic,7,ENSDARG00000057974:UTR2,0,0,0,0,0,others
ENSDARG00000057983,no,maternal_zygotic,5,ENSDARG00000057983:UTR9,0,0,0,1,0,putative_targets
ENSDARG00000057986,no,maternal,not_assigned,ENSDARG00000057986:UTR7,0,0,0,0,0,others
